depa_nombre;muni_nombre;habi_codigo_habilitacion;nombre_prestador;codigo_habilitacion;numero_sede;sede_nombre;nits_nit;dv;clase_persona;naju_codigo;naju_nombre;clpr_codigo;clpr_nombre;ese;nivel;caracter;habilitado;grupo_capacidad;coca_codigo;coca_nombre;cantidad;numero_sede_principal;numero_placa;modalidad;modelo;numero_tarjeta;fecha_corte_REPS;gerente;direccion;email;telefono
Atlántico;BARRANQUILLA;0800103708;CLINICA GENERAL SAN DIEGO S.A.S.;0800103708;01;CLINICA GENERAL SAN DIEGO;900600256;8;JURIDICO;1;Privada;1;Instituciones - IPS;  ; ;;SI;CAMAS;9;Cuidado Intensivo Adulto;12;01;;;0;;Fecha corte REPS: May 22 2020  2:16PM;LUIS ORLANDO ORTIZ IBAÑEZ ;CALLE 51 NO 39 - 07;luisortiz15@hotmail.com;3044486;
Atlántico;BARRANQUILLA;0800103750;Promosalud IPS T&E S.A.S.;0800103750;03;PROMOSALUD SEDE HOSPITALARIA - CLINICA EL PRADO;900192459;4;JURIDICO;1;Privada;1;Instituciones - IPS;  ; ;;SI;CAMAS;9;Cuidado Intensivo Adulto;13;01;;;0;;Fecha corte REPS: May 22 2020  2:16PM;EUSEBIO MENDOZA HERNANDEZ;CALLE 59 No. 50-20;gerencia@promosaludips.com;3678900;
Atlántico;BARRANQUILLA;0800103886;SOCIEDAD CLINICA IBEROAMERICA S.A.S.;0800103886;01;CLINICA IBEROAMERICA;900397763;1;JURIDICO;1;Privada;1;Instituciones - IPS;  ; ;;SI;CAMAS;9;Cuidado Intensivo Adulto;6;01;;;0;;Fecha corte REPS: May 22 2020  2:16PM;ROBERTO TARUD AYUD;CL 86 No  50 - 26;sfiguero@colsanitas.com;3687700;
Atlántico;BARRANQUILLA;0800103926;OINSAMED S.A.S.;0800103926;01;CLÍNICA MISERICORDIA;900465319;4;JURIDICO;1;Privada;1;Instituciones - IPS;  ; ;;SI;CAMAS;9;Cuidado Intensivo Adulto;41;01;;;0;;Fecha corte REPS: May 22 2020  2:16PM;SHADIA HABIB POSADA;CR 74 No. 76-91;gerenciageneral@lmci.com.co;3112640;
Atlántico;BARRANQUILLA;0800104241;SAIS IPS SAS SEDE BARRANQUILLA;0800104241;01;SAIS IPS SAS SEDE BARRANQUILLA;825003378;5;JURIDICO;1;Privada;1;Instituciones - IPS;  ; ;;SI;CAMAS;9;Cuidado Intensivo Adulto;10;01;;;0;;Fecha corte REPS: May 22 2020  2:16PM;JULIO ADOLFO PONCE ATTIE;CARRERA 50 NO. 79 - 154 SOTANO 1;SAISIPSSAS@HOTMAIL.COM;3128889679;
Atlántico;BARRANQUILLA;0800104313;CENTRO HOSPITALARIO REGIONAL SANTA MONICA SAS;0800104313;01;CENTRO HOSPITALARIO REGIONAL SANTA MONICA SAS;901049966;1;JURIDICO;1;Privada;1;Instituciones - IPS;  ; ;;SI;CAMAS;9;Cuidado Intensivo Adulto;3;01;;;0;;Fecha corte REPS: May 22 2020  2:16PM;HENRY DE JESUS OROZCO ROA;CR 43 No 70-144;gerencia@cehosam.com;3851485 ;
Atlántico;BARRANQUILLA;0800104454;MIRED BARRANQUILLA IPS S.A.S.;0800104454;01;MIRED BARRANQUILLA HOSPITAL GENERAL DE BARRANQUILLA;901139193;1;JURIDICO;3;Mixta;1;Instituciones - IPS;  ; ;;SI;CAMAS;9;Cuidado Intensivo Adulto;8;01;;;0;;Fecha corte REPS: May 22 2020  2:16PM;MARTHA CRISTINA RODRIGUEZ DE GAVIRIA ;CALLE 33 No.33-09;documental@miredips.org;3781483;
Atlántico;BARRANQUILLA;0800104454;MIRED BARRANQUILLA IPS S.A.S.;0800104454;38;MIRED BARRANQUILLA CAMINO UNIVERSITARIO DISTRITAL ADELITA DE CHAR;901139193;1;JURIDICO;3;Mixta;1;Instituciones - IPS;  ; ;;SI;CAMAS;9;Cuidado Intensivo Adulto;16;01;;;0;;Fecha corte REPS: May 22 2020  2:16PM;MARTHA CRISTINA RODRIGUEZ DE GAVIRIA ;CALLE 50 No.20-91;documental@miredips.org;3781483;
Atlántico;BARRANQUILLA;0800104492;CLINICA INTERNATIONAL BARRANQUILLA S.A.S;0800104492;01;CLINICA INTERNATIONAL BARRANQUILLA S.A.S;901138884;6;JURIDICO;1;Privada;1;Instituciones - IPS;  ; ;;SI;CAMAS;9;Cuidado Intensivo Adulto;26;01;;;0;;Fecha corte REPS: May 22 2020  2:16PM;JUAN PABLO MOLINARES DORIA;CARRERA 50 NÚMERO 82-228;gerencia@clinicainternational.com;3049759;
Atlántico;BARRANQUILLA;0800104877;BETHEL SALUD S.A.S;0800104877;01;BETHEL SALUD S.A.S;901279814;5;JURIDICO;1;Privada;1;Instituciones - IPS;  ; ;;SI;CAMAS;9;Cuidado Intensivo Adulto;5;01;;;0;;Fecha corte REPS: May 22 2020  2:16PM;EVER EDUARDO RUFIERO QUINTERO;CARRERA 26 D No 65 30;bethelsaludsas@gmail.com;3107202303;
Atlántico;LURUACO;0842100631;CLINICA SAN JOSE DE LURUACO IPS SAS;0842100631;01;CLINICA SAN JOSE DE LURUACO IPS SAS;900264327;0;JURIDICO;1;Privada;1;Instituciones - IPS;  ; ;;SI;CAMAS;9;Cuidado Intensivo Adulto;8;01;;;0;;Fecha corte REPS: May 22 2020  2:16PM;CESAR AUGUSTO PONCE ATTIE;CARRERA 20 NO. 20-30;clinicasanjosedeluruaco@gmail.com;8749340;
Atlántico;PUERTO COLOMBIA;0857300803;CLINICA PORTOAZUL S.A SIGLA CPA;0857300803;01;CLINICA PORTOAZUL S.A SIGLA CPA;900248882;1;JURIDICO;1;Privada;1;Instituciones - IPS;  ; ;;SI;CAMAS;9;Cuidado Intensivo Adulto;6;01;;;0;;Fecha corte REPS: May 22 2020  2:16PM;PABLO JOSE CERVERA ESCOBAR ;CR 30 CORREDOR UNIVERSITARIO N° 1 - 850;pablo.cervera@clinicaportoazul.com;3597533;
Atlántico;SABANALARGA;0863800217;CLINICA SAN RAFAEL LTDA;0863800217;01;CLINICA SAN RAFAEL LTDA;802009783;9;JURIDICO;1;Privada;1;Instituciones - IPS;NO; ;;SI;CAMAS;9;Cuidado Intensivo Adulto;6;01;;;0;;Fecha corte REPS: May 22 2020  2:16PM;LITYA DEL CARMEN ROMERO DE MARÍA ;CALLE 20 # 16-42;;;
Atlántico;SABANALARGA;0863800737;SAIS IPS SAS IMAGENOLOGIA Y HEMODINAMIA;0863800737;03;SAIS IPS SABANALARGA;825003378;5;JURIDICO;1;Privada;1;Instituciones - IPS;  ; ;;SI;CAMAS;9;Cuidado Intensivo Adulto;10;01;;;0;;Fecha corte REPS: May 22 2020  2:16PM;JULIO ADOLFO PONCE ATTIE;CALLE 25 # 8-25 lo 1;SAISIPSAS@HOTMAIL.COM;8780213;
Atlántico;SABANALARGA;0863800813;UNION TEMPORAL UCI DE LA SABANA;0863800813;01;UNION TEMPORAL UCI DE  LA SABANA ;900016636;9;JURIDICO;1;Privada;1;Instituciones - IPS;  ; ;;SI;CAMAS;9;Cuidado Intensivo Adulto;10;01;;;0;;Fecha corte REPS: May 22 2020  2:16PM;CESAR AUGUSTO PONCE ATTIE ;CALLE  25 N° 9 - 59 ;utucidelasabana@hotmail.com;8780213;
Atlántico;SOLEDAD;0875800008;CLINICA PORVENIR LIMITADA;0875800008;01;CLINICA  PORVENIR LIMITADA ;802019573;1;JURIDICO;1;Privada;1;Instituciones - IPS;  ; ;;SI;CAMAS;9;Cuidado Intensivo Adulto;10;01;;;0;;Fecha corte REPS: May 22 2020  2:16PM;HUBER FLOREZ  PEDROSO ;CALLE  18 N° 34 - 18 ;medfp@hotmail.co;3744119*3754415;
Atlántico;SOLEDAD;0875800013;FUNDACIÓN HOSPITAL UNIVERSIDAD DEL NORTE;0875800013;01;Hospital Universidad del Norte;890112801;3;JURIDICO;1;Privada;1;Instituciones - IPS;NO; ;;SI;CAMAS;9;Cuidado Intensivo Adulto;7;01;;;0;;Fecha corte REPS: May 22 2020  2:16PM;Diego Castresana Diaz;CALLE 30 AUTOP AL AEROPUERTO AL LADO DEL PARQUE MUVDI;fcmn@uninorte.edu.co;3715562 ;
Atlántico;SOLEDAD;0875800066;CLINICA LOS  ALMENDROS  SAS;0875800066;01;Clinica Los Almendros;802000909;9;JURIDICO;1;Privada;1;Instituciones - IPS;NO; ;;SI;CAMAS;9;Cuidado Intensivo Adulto;5;01;;;0;;Fecha corte REPS: May 22 2020  2:16PM;CARLOS MARIO ARIZA GONZALEZ;CRA 18D # 80A-24;;;
Atlántico;SOLEDAD;0875800714;FUNDACION  CLINICA  MATERNO INFANTIL  ADELA DE CHAR ;0875800714;01;FUNDACION CLINICA  MATERNO INFANTIL ADELA DE CHAR ;900423126;1;JURIDICO;1;Privada;1;Instituciones - IPS;  ; ;;SI;CAMAS;9;Cuidado Intensivo Adulto;10;01;;;0;;Fecha corte REPS: May 22 2020  2:16PM;NATALIA SOFIA MARTINEZ CABRERA;CALLE  47 ENTRE CARRERA 6 C Y 7;directormedico@cadelachar.com;3931022- 3135234993;
Atlántico;SOLEDAD;0875800974;HOSPITAL LAS AMERICAS LTDA;0875800974;01;HOSPITAL LAS AMERICAS LTDA;900685946;6;JURIDICO;1;Privada;1;Instituciones - IPS;  ; ;;SI;CAMAS;9;Cuidado Intensivo Adulto;3;01;;;0;;Fecha corte REPS: May 22 2020  2:16PM;EMILIO SEGUNDO OSORIO SANCHEZ;CALLE 53B NUMERO 1F-51;hospitallasamericasltda@yahoo.com;3506594290;
Bogotá D.C;BOGOTÁ;1100103031;MEDICA MAGDALENA SAS;1100103031;01;NUEVA CLINICA MAGDALENA;860502092;2;JURIDICO;1;Privada;1;Instituciones - IPS;NO; ;;SI;CAMAS;9;Cuidado Intensivo Adulto;6;01;;;0;;Fecha corte REPS: May 22 2020  2:16PM;LUIS JOSE ANDRADE PAVA;CALLE 39 No. 14-34;epidemiologiaclinicamagdalena@gmail.com-luisjoandrade@hotmail.com;2853900-3132820481;
Bogotá D.C;BOGOTÁ;1100104131;FUNDACION  HOSPITAL SAN CARLOS;1100104131;01;FUNDACION HOSPITAL SAN CARLOS;860007373;4;JURIDICO;1;Privada;1;Instituciones - IPS;NO; ;;SI;CAMAS;9;Cuidado Intensivo Adulto;20;01;;;0;;Fecha corte REPS: May 22 2020  2:16PM;ANABELLE ARBELAEZ VELEZ;KR 12D  32- 44 SUR;mvanegas@fhsc.org.co;7443333;
Bogotá D.C;BOGOTÁ;1100105597;CAJA DE COMPENSACIÓN FAMILIAR CAFAM;1100105597;02;Centro de Atención en Salud Cafam Clínica;860013570;3;JURIDICO;1;Privada;1;Instituciones - IPS;NO; ;;SI;CAMAS;9;Cuidado Intensivo Adulto;8;01;;;0;;Fecha corte REPS: May 22 2020  2:16PM;Gustavo Moreno Espitia;Calle 51 No. 15- 34;calidadsalud@cafam.com.co;5550700 ext 12017-12015;
Bogotá D.C;BOGOTÁ;1100105597;CAJA DE COMPENSACIÓN FAMILIAR CAFAM;1100105597;35;Centro de Atención en Salud Cafam Clínica Calle 93;860013570;3;JURIDICO;1;Privada;1;Instituciones - IPS;NO; ;;SI;CAMAS;9;Cuidado Intensivo Adulto;11;01;;;0;;Fecha corte REPS: May 22 2020  2:16PM;Asmed Rigoberto Ramírez Romero;CL 93 # 19 B 77  y CL 93 # 19 B 95;calidadsalud@cafam.com.co;5550700 Extensión 12017 - 12015;
Bogotá D.C;BOGOTÁ;1100105618;FUNDACION SANTA FE DE BOGOTA;1100105618;01;FUNDACION SANTA FE DE BOGOTA;860037950;2;JURIDICO;1;Privada;1;Instituciones - IPS;NO; ;;SI;CAMAS;9;Cuidado Intensivo Adulto;20;01;;;0;;Fecha corte REPS: May 22 2020  2:16PM;Henry Mauricio Gallardo Lozano ;CL 119 # 7 75;adriana.urrego@fsfb.org.co;6030303 ext. 5105;
Bogotá D.C;BOGOTÁ;1100105668;HOSPITAL UNIVERSITARIO CLINICA SAN RAFAEL;1100105668;01;HOSPITAL UNIVERSITARIO CLINICA SAN RAFAEL;860015888;9;JURIDICO;1;Privada;1;Instituciones - IPS;NO; ;;SI;CAMAS;9;Cuidado Intensivo Adulto;30;01;;;0;;Fecha corte REPS: May 22 2020  2:16PM;MIGUEL ANGEL MURICA RODRIGUEZ;CRA 8 # 17 45 SUR;direcciongeneral1@ncsanrafael.com.co;3282300 EXT. 2520 , 2740 ;
Bogotá D.C;BOGOTÁ;1100106065;ESE INSTITUTO NACIONAL DE CANCEROLOGIA;1100106065;01;INSTITUTO NACIONAL DE CANCEROLOGIA - EMPRESA SOCIAL DEL ESTADO;899999092;7;JURIDICO;4;Pública;1;Instituciones - IPS;SI;3;NACIONAL;SI;CAMAS;9;Cuidado Intensivo Adulto;11;01;;;0;;Fecha corte REPS: May 22 2020  2:16PM;Carolina Wiesner Ceballos;Cl 1  No 9-85;dirección@cancer.gov.co;0914320160 Ext.: 2000/2001;
Bogotá D.C;BOGOTÁ;1100106447;FUNDACION ABOOD SHAIO;1100106447;01;FUNDACION ABOOD SHAIO;860006656;9;JURIDICO;1;Privada;1;Instituciones - IPS;NO; ;;SI;CAMAS;9;Cuidado Intensivo Adulto;55;01;;;0;;Fecha corte REPS: May 22 2020  2:16PM;GILBERTO ANDRES MEJIA ESTRADA;DIAG 115 A # 70 C 75 ;direcciongeneral@shaio.org;2261025;
Bogotá D.C;BOGOTÁ;1100107521;CONGREGACION DE DOMINICAS DE SANTA CATALINA DE SENA;1100107521;01;CLINICA NUEVA;860010783;1;JURIDICO;1;Privada;1;Instituciones - IPS;NO; ;;SI;CAMAS;9;Cuidado Intensivo Adulto;9;01;;;0;;Fecha corte REPS: May 22 2020  2:16PM;RODRIGO IGNACIO QUIJANO VARGAS;CL 45 F # 16 A 11 ;secretaria@clinicanueva.com;3274444 ext 515-530;
Bogotá D.C;BOGOTÁ;1100107522;CLINICA VASCULAR NAVARRA S.A.  / CLINICA NAVARRA;1100107522;01;CLINICA VASCULAR NAVARRA S.A. / CLINICA NAVARRA;800247537;6;JURIDICO;1;Privada;1;Instituciones - IPS;NO; ;;SI;CAMAS;9;Cuidado Intensivo Adulto;6;01;;;0;;Fecha corte REPS: May 22 2020  2:16PM;JORGE ALVARO  MURCIA GOMEZ;AK 45 # 106 30;secgerencia@cardiovascularnavarra.org;6059999 ext 101;
Bogotá D.C;BOGOTÁ;1100107939;CLINICA DE LA MUJER S.A.S.;1100107939;01;CLINICA DE LA MUJER;800117564;8;JURIDICO;1;Privada;1;Instituciones - IPS;NO; ;;SI;CAMAS;9;Cuidado Intensivo Adulto;4;01;;;0;;Fecha corte REPS: May 22 2020  2:16PM;MONICA ALEXANDRA CUEVAS ESLAVA;KR 19 C  # 91 17;sdirmedica@clinicadelamujer.com.co;6161799- 3506005706;
Bogotá D.C;BOGOTÁ;1100108024;CLINICA PARTENON LTDA;1100108024;01;CLINICA PARTENON;800085486;2;JURIDICO;1;Privada;1;Instituciones - IPS;NO; ;;SI;CAMAS;9;Cuidado Intensivo Adulto;9;01;;;0;;Fecha corte REPS: May 22 2020  2:16PM;Victor Alfonso García Zacipa;CALLE 74 # 76 65;direcciongeneral@clinicapartenon.com;4306767;
Bogotá D.C;BOGOTÁ;1100108120;GARCIA PEREZ MEDICA Y COMPAÑIA SAS;1100108120;03;GARCIA PEREZ MEDICA Y COMPAÑIA SAS;800231038;2;JURIDICO;1;Privada;1;Instituciones - IPS;NO; ;;SI;CAMAS;9;Cuidado Intensivo Adulto;11;01;;;0;;Fecha corte REPS: May 22 2020  2:16PM;PABLO EMILIO GUTIERREZ MENDEZ;CL 27 N° 24-40 PISO 1 INTERIOR 1, PISO 2, PISO 3, PISO 4;contabilidad@garpermedica.com;3902986;
Bogotá D.C;BOGOTÁ;1100108171;CAJA COLOMBIANA DE SUBSIDIO FAMILIAR COLSUBSIDIO;1100108171;03;CLINICA COLSUBSIDIO CIUDAD ROMA;860007336;1;JURIDICO;1;Privada;1;Instituciones - IPS;NO; ;;SI;CAMAS;9;Cuidado Intensivo Adulto;15;02;;;0;;Fecha corte REPS: May 22 2020  2:16PM;JOSE ANTONIO CHAVES GREIFF;CALLE 53 SUR # 79 D 71;Jose.Chaves@colsubsidio.com; 7431040 Ext 219 ;
Bogotá D.C;BOGOTÁ;1100108171;CAJA COLOMBIANA DE SUBSIDIO FAMILIAR COLSUBSIDIO;1100108171;51;CLINICA COLSUBSIDIO CALLE 100;860007336;1;JURIDICO;1;Privada;1;Instituciones - IPS;NO; ;;SI;CAMAS;9;Cuidado Intensivo Adulto;11;02;;;0;;Fecha corte REPS: May 22 2020  2:16PM;ADRIANA SARMIENTO NICHOLLS;AC 100 # 23 - 59;adriana.sarmiento@colsubsidio.com;7457783 Ext 73959/73957;
Bogotá D.C;BOGOTÁ;1100108171;CAJA COLOMBIANA DE SUBSIDIO FAMILIAR COLSUBSIDIO;1100108171;60;COLSUBSIDIO CLINICA 94;860007336;1;JURIDICO;1;Privada;1;Instituciones - IPS;NO; ;;SI;CAMAS;9;Cuidado Intensivo Adulto;12;02;;;0;;Fecha corte REPS: May 22 2020  2:16PM;Sandra Helena Abril Gutierrez; Carrera 45 No. 94-67;Sandra.Abril@colsubsidio.com;7420100 Ext. 10394 - 10383;
Bogotá D.C;BOGOTÁ;1100108222;EUSALUD S.A;1100108222;03;EUSALUD CLINICA DE TRAUMATOLOGIA Y ORTOPEDIA;800227072;8;JURIDICO;1;Privada;1;Instituciones - IPS;NO; ;;SI;CAMAS;9;Cuidado Intensivo Adulto;9;01;;;0;;Fecha corte REPS: May 22 2020  2:16PM;LUIS RAMON MONTAGUT CIFUENTES;KR 78 # 3 A 40;presidencia@eusalud.com;4320872;
Bogotá D.C;BOGOTÁ;1100108679;SOCIEDAD DE CIRUGIA DE BOGOTA HOSPITAL DE SAN JOSE;1100108679;01;Sociedad de Cirugía de Bogotá - Hospital de San José;899999017;4;JURIDICO;1;Privada;1;Instituciones - IPS;NO; ;;SI;CAMAS;9;Cuidado Intensivo Adulto;19;01;;;0;;Fecha corte REPS: May 22 2020  2:16PM;Carlos Humberto Pérez Moreno;CL 10 No. 18 - 75;calidad@hospitaldesanjose.org.co - habilitacion@hospitaldesanjose.org.co;3538000 ext 523 o 509;
Bogotá D.C;BOGOTÁ;1100108952;CONGREGACION DE LAS HERMANAS DE LA CARIDAD DOMINICAS DE LA PRESENTACION DE LA SANTISIMA VIRGEN;1100108952;01;CLINICA PALERMO;860006745;6;JURIDICO;1;Privada;1;Instituciones - IPS;NO; ;;SI;CAMAS;9;Cuidado Intensivo Adulto;16;01;;;0;;Fecha corte REPS: May 22 2020  2:16PM;EDUARDO CORTES CASTAÑO;Calle 45 C No. 22-02;GestiondeCalidad@clinicapalermo.com.co;5727777 - 7420540;
Bogotá D.C;BOGOTÁ;1100109056;CENTRO DE INVESTIGACIONES ONCOLOGICAS CLINICA SAN DIEGO CIOSAD SAS;1100109056;01;CENTRO DE INVESTIGACIONES ONCOLOGICAS CLINICA SAN DIEGO CIOSAD S.A.S;830099212;1;JURIDICO;1;Privada;1;Instituciones - IPS;NO; ;;SI;CAMAS;9;Cuidado Intensivo Adulto;16;01;;;0;;Fecha corte REPS: May 22 2020  2:16PM;LUIS ENRIQUE FLOREZ FONTALVO;AC 33 # 14 37;gerenciaadmin@ciosad.com - calidadciosad@hotmail.com;3208400 ext 420 - 32064924655;
Bogotá D.C;BOGOTÁ;1100109111;FUNDACION CARDIO INFANTIL INSTITUTO DE CARDIOLOGIA;1100109111;01;FUNDACION CARDIO INFANTIL INSTITUTO DE CARDIOLOGIA;860035992;2;JURIDICO;1;Privada;1;Instituciones - IPS;NO; ;;SI;CAMAS;9;Cuidado Intensivo Adulto;51;01;;;0;;Fecha corte REPS: May 22 2020  2:16PM;SANTIAGO CABRERA GONZÁLEZ;CL 163 A # 13 B 60;pcasallas@cardioinfantil.org;6672727 Ext. 53304  Cel. 3183569506;
Bogotá D.C;BOGOTÁ;1100109178;CPO S A;1100109178;02;CENTRO POLICLINICO DEL OLAYA;800149453;6;JURIDICO;1;Privada;1;Instituciones - IPS;NO; ;;SI;CAMAS;9;Cuidado Intensivo Adulto;8;02;;;0;;Fecha corte REPS: May 22 2020  2:16PM;ZAYDA IBET RODRIGUEZ RENGIFO;KR 20 23 23 SUR;subdir_zaydarr@cpo.com.co /nicollewf@cpo.com.co;3612888;
Bogotá D.C;BOGOTÁ;1100109186;CLINICA COLSANITAS S.A.;1100109186;08;CLINICA REINA SOFIA;800149384;6;JURIDICO;1;Privada;1;Instituciones - IPS;NO; ;;SI;CAMAS;9;Cuidado Intensivo Adulto;6;08;;;0;;Fecha corte REPS: May 22 2020  2:16PM;Luis Augusto Cortés del Valle;CR. 21 NO. 127 - 03 / AC 127 21 - 60  CN 106 AL 110, 202, 203, 210 A y B 211, 310, 316, 410 A y B, 424;sfiguero@colsanitas.com;6466060 ext 5717528;
Bogotá D.C;BOGOTÁ;1100109186;CLINICA COLSANITAS S.A.;1100109186;30;CLINICA UNIVERSITARIA COLOMBIA;800149384;6;JURIDICO;1;Privada;1;Instituciones - IPS;NO; ;;SI;CAMAS;9;Cuidado Intensivo Adulto;25;08;;;0;;Fecha corte REPS: May 22 2020  2:16PM;RICARDO URIEL HERRERA ROJAS;CL 23 66 46 INT 5 INT 4 COS 201 AL 209,409,501,507,511 AL 515,703,704,706,708,714 AL 717,719,720 AL 723,725 AL 727, 803,811,813,814,816 AL 818,823,907,911,919 AL 921,927,1004,1009,1013,1016 AL 1018,1103,1121,1209,1210,1214 AL 1216,1220 UN 103 P3 ED CS;sfiguero@colsanitas.com;5948650;
Bogotá D.C;BOGOTÁ;1100109186;CLINICA COLSANITAS S.A.;1100109186;68;CLÍNICA INFANTIL SANTA MARÍA DEL LAGO;800149384;6;JURIDICO;1;Privada;1;Instituciones - IPS;NO; ;;SI;CAMAS;9;Cuidado Intensivo Adulto;9;08;;;0;;Fecha corte REPS: May 22 2020  2:16PM;ADRIANA BAREÑO RODRÍGUEZ;CL 73 A NO. 76 66;sfiguero@colsanitas.com;3406767;
Bogotá D.C;BOGOTÁ;1100109224;EMPRESA SOCIAL DEL ESTADO HOSPITAL UNIVERSITARIO DE LA SAMARITANA;1100109224;01;EMPRESA SOCIAL DEL ESTADO HOSPITAL UNIVERSITARIO DE LA SAMARITANA;899999032;5;JURIDICO;4;Pública;1;Instituciones - IPS;SI;3;DEPARTAMENTAL;SI;CAMAS;9;Cuidado Intensivo Adulto;11;01;;;0;;Fecha corte REPS: May 22 2020  2:16PM;JAVIER FERNANDO MANCERA GARCIA;CRA 8 # 0 29 SUR;gerencia@hus.org.co;4077075 ext 10702;
Bogotá D.C;BOGOTÁ;1100109361;CLINICA DE MARLY S.A;1100109361;01;CLINICA DE MARLY ;860002541;2;JURIDICO;1;Privada;1;Instituciones - IPS;NO; ;;SI;CAMAS;9;Cuidado Intensivo Adulto;10;01;;;0;;Fecha corte REPS: May 22 2020  2:16PM;LUIS EDUARDO CAVELIER CASTRO;CL 50 # 9 67;cmarly@clinicademarly.com.co;3436600;
Bogotá D.C;BOGOTÁ;1100109456;HOSPITAL UNIVERSITARIO SAN IGNACIO;1100109456;01;HOSPITAL UNIVERSITARIO SAN IGNACIO;860015536;1;JURIDICO;1;Privada;1;Instituciones - IPS;NO; ;;SI;CAMAS;9;Cuidado Intensivo Adulto;18;01;;;0;;Fecha corte REPS: May 22 2020  2:16PM;Julio Cesar Castellanos Ramirez;CRA 7 # 40 62;jccastellanos@husi.org.co;5946161;
Bogotá D.C;BOGOTÁ;1100109599;ADMINISTRADORA COUNTRY S.A.S;1100109599;01;CLINICA DEL COUNTRY IPS;830005028;1;JURIDICO;1;Privada;1;Instituciones - IPS;NO; ;;SI;CAMAS;9;Cuidado Intensivo Adulto;16;01;;;0;;Fecha corte REPS: May 22 2020  2:16PM;GLORIA BEATRIZ MOLINA VARGAS;CRA 16 # 82 57;zuley.diaz@clinicadelcountry.com;5300470 Ext. 1772 - 2973;
Bogotá D.C;BOGOTÁ;1100109666;CLINICA DEL OCCIDENTE S.A.;1100109666;01;CLINICA DEL OCCIDENTE S.A.;860090566;1;JURIDICO;1;Privada;1;Instituciones - IPS;NO; ;;SI;CAMAS;9;Cuidado Intensivo Adulto;30;01;;;0;;Fecha corte REPS: May 22 2020  2:16PM;;AV DE LAS AMERICAS  # 71 C 29;calidad@clinicadeloccidente.com;4254620 Ext 150;
Bogotá D.C;BOGOTÁ;1100109757;AAAA ACADEMIA ABSCRITA  A ASOCIACION DE ESPECIALISTAS S.A.S;1100109757;01;INSTITUTO MEDICO DE ESPECIALISTAS CLINICA DE ESPECIALISTAS CENTROODONTOLOGICO;860074971;4;JURIDICO;1;Privada;1;Instituciones - IPS;NO; ;;SI;CAMAS;9;Cuidado Intensivo Adulto;9;01;;;0;;Fecha corte REPS: May 22 2020  2:16PM;JORGE BOTERO GARCIA;AV CARACAS # 30 51;clinicadeespecdialistas2005@yahoo.es,  smariana0405@hotmail.com;2323100/3114488055;
Bogotá D.C;BOGOTÁ;1100116133;HOSPITAL INFANTIL UNIVERSITARIO DE SAN JOSE;1100116133;01;HOSPITAL INFANTIL UNIVERSITARIO DE SAN JOSE;900098476;8;JURIDICO;1;Privada;1;Instituciones - IPS;NO; ;;SI;CAMAS;9;Cuidado Intensivo Adulto;20;01;;;0;;Fecha corte REPS: May 22 2020  2:16PM;DRA. LAIMA DIDZIULIS GRIGALIUNAS;KR 52 # 67 A  71;direccion.general@hospitalinfantildesanjose.org.co;4377540;
Bogotá D.C;BOGOTÁ;1100116938;HOSPITAL MILITAR CENTRAL;1100116938;01;HOSPITAL MILITAR CENTRAL;830040256;0;JURIDICO;4;Pública;1;Instituciones - IPS;NO;3;NACIONAL;SI;CAMAS;9;Cuidado Intensivo Adulto;27;01;;;0;;Fecha corte REPS: May 22 2020  2:16PM;N;TV 3C No 49-02;ayudantia@hospitalmilitar.gov.co / garantiadecalidadhmc@gmail.co;3486868 ext: 3001/3002   3158653821;
Bogotá D.C;BOGOTÁ;1100118642;CORPORACIÓN HOSPITALARIA JUAN CIUDAD;1100118642;01;HOSPITAL UNIVERSITARIO MAYOR-MEDERI;900210981;6;JURIDICO;1;Privada;1;Instituciones - IPS;NO; ;;SI;CAMAS;9;Cuidado Intensivo Adulto;61;01;;;0;;Fecha corte REPS: May 22 2020  2:16PM;CARLOS FERNANDO SEFAIR CRISTANCHO;CL 24 # 29 45;alejandra.calixto@mederi.com.co;5600520;
Bogotá D.C;BOGOTÁ;1100118642;CORPORACIÓN HOSPITALARIA JUAN CIUDAD;1100118642;02;HOSPITAL UNIVERSITARIO BARRIOS UNIDOS-MEDERI;900210981;6;JURIDICO;1;Privada;1;Instituciones - IPS;NO; ;;SI;CAMAS;9;Cuidado Intensivo Adulto;6;01;;;0;;Fecha corte REPS: May 22 2020  2:16PM;CARLOS FERNANDO SEFAIR CRISTANCHO;CL 66 A # 52 25;alejandra.calixto@mederi.com.co;5600520 ext. 4140.  6303068;
Bogotá D.C;BOGOTÁ;1100119629;INSTITUTO DEL CORAZON DE BUCARAMANGA S.A.;1100119629;01;INSTITUTO DEL CORAZON DE BOGOTA;804014839;1;JURIDICO;1;Privada;1;Instituciones - IPS;NO; ;;SI;CAMAS;9;Cuidado Intensivo Adulto;9;01;;;0;;Fecha corte REPS: May 22 2020  2:16PM;OSCAR MANUEL FERNANDEZ;AV CARACAS # 34 47;contacto@institutodelcorazon.com;3734723 - 7430972;
