Date,Country,Recovered
2020-03-16,Burma,0
2020-03-16,Burundi,0
2020-03-16,Cabo Verde,0
2020-03-16,Cambodia,1
2020-03-16,Cameroon,0
2020-03-16,Canada,9
2020-03-16,Central African Republic,0
2020-03-16,Chad,0
2020-03-16,Chile,0
2020-03-16,China,55142
2020-03-16,Colombia,0
2020-03-16,Comoros,0
2020-03-16,Congo (Brazzaville),0
2020-03-16,Congo (Kinshasa),0
2020-03-16,Costa Rica,0
2020-03-16,Cote d'Ivoire,0
2020-03-16,Croatia,2
2020-03-16,Cuba,0
2020-03-16,Cyprus,0
2020-03-16,Czechia,3
2020-03-16,Denmark,1
2020-03-16,Diamond Princess,325
2020-03-16,Djibouti,0
2020-03-16,Dominica,0
2020-03-16,Dominican Republic,0
2020-03-16,Ecuador,0
2020-03-16,Egypt,27
2020-03-16,El Salvador,0
2020-03-16,Equatorial Guinea,0
2020-03-16,Eritrea,0
2020-03-16,Estonia,1
2020-03-16,Eswatini,0
2020-03-16,Ethiopia,0
2020-03-16,Fiji,0
2020-03-16,Finland,10
2020-03-16,France,12
2020-03-16,Gabon,0
2020-03-16,Gambia,0
2020-03-16,Georgia,1
2020-03-16,Germany,67
2020-03-16,Ghana,0
2020-03-16,Greece,8
2020-03-16,Grenada,0
2020-03-16,Guatemala,0
2020-03-16,Guinea,0
2020-03-16,Guinea-Bissau,0
2020-03-16,Guyana,0
2020-03-16,Haiti,0
2020-03-16,Holy See,0
2020-03-16,Honduras,0
2020-03-16,Hungary,1
2020-03-16,Iceland,0
2020-03-16,India,13
2020-03-16,Indonesia,8
2020-03-16,Iran,4590
2020-03-16,Iraq,26
2020-03-16,Ireland,0
2020-03-16,Israel,4
2020-03-16,Italy,2749
2020-03-16,Jamaica,2
2020-03-16,Japan,144
2020-03-16,Jordan,1
2020-03-16,Kazakhstan,0
2020-03-16,Kenya,0
2020-03-16,"Korea, South",1137
2020-03-16,Kosovo,0
2020-03-16,Kuwait,9
2020-03-16,Kyrgyzstan,0
2020-03-16,Laos,0
2020-03-16,Latvia,1
2020-03-16,Lebanon,1
2020-03-16,Liberia,0
2020-03-16,Libya,0
2020-03-16,Liechtenstein,0
2020-03-16,Lithuania,1
2020-03-16,Luxembourg,0
2020-03-16,MS Zaandam,0
2020-03-16,Madagascar,0
2020-03-16,Malawi,0
2020-03-16,Malaysia,42
2020-03-16,Maldives,0
2020-03-16,Mali,0
2020-03-16,Malta,2
2020-03-16,Mauritania,0
2020-03-16,Mauritius,0
2020-03-16,Mexico,4
2020-03-16,Moldova,0
2020-03-16,Monaco,0
2020-03-16,Mongolia,0
2020-03-16,Montenegro,0
2020-03-16,Morocco,1
2020-03-16,Mozambique,0
2020-03-16,Namibia,0
2020-03-16,Nepal,1
2020-03-16,Netherlands,2
2020-03-16,New Zealand,0
2020-03-16,Nicaragua,0
2020-03-16,Niger,0
2020-03-16,Nigeria,0
2020-03-16,North Macedonia,1
2020-03-16,Norway,1
2020-03-16,Oman,9
2020-03-16,Pakistan,2
2020-03-16,Panama,0
2020-03-16,Papua New Guinea,0
2020-03-16,Paraguay,0
2020-03-16,Peru,0
2020-03-16,Philippines,2
2020-03-16,Poland,13
2020-03-16,Portugal,3
2020-03-16,Qatar,4
2020-03-16,Romania,9
2020-03-16,Russia,8
2020-03-16,Rwanda,0
2020-03-16,Saint Kitts and Nevis,0
2020-03-16,Saint Lucia,0
2020-03-16,Saint Vincent and the Grenadines,0
2020-03-16,San Marino,4
2020-03-16,Sao Tome and Principe,0
2020-03-16,Saudi Arabia,2
2020-03-16,Senegal,2
2020-03-16,Serbia,1
2020-03-16,Seychelles,0
2020-03-16,Sierra Leone,0
2020-03-16,Singapore,109
2020-03-16,Slovakia,0
2020-03-16,Slovenia,0
2020-03-16,Somalia,0
2020-03-16,South Africa,0
2020-03-16,South Sudan,0
2020-03-16,Spain,530
2020-03-16,Sri Lanka,1
2020-03-16,Sudan,0
2020-03-16,Suriname,0
2020-03-16,Sweden,1
2020-03-16,Switzerland,4
2020-03-16,Syria,0
2020-03-16,Taiwan*,20
2020-03-16,Tajikistan,0
2020-03-16,Tanzania,0
2020-03-16,Thailand,35
2020-03-16,Timor-Leste,0
2020-03-16,Togo,0
2020-03-16,Trinidad and Tobago,0
2020-03-16,Tunisia,0
2020-03-16,Turkey,0
2020-03-16,US,17
2020-03-16,Uganda,0
2020-03-16,Ukraine,0
2020-03-16,United Arab Emirates,23
2020-03-16,United Kingdom,20
2020-03-16,Uruguay,0
2020-03-16,Uzbekistan,0
2020-03-16,Venezuela,0
2020-03-16,Vietnam,16
2020-03-16,West Bank and Gaza,0
2020-03-16,Western Sahara,0
2020-03-16,Yemen,0
2020-03-16,Zambia,0
2020-03-16,Zimbabwe,0
2020-03-17,Afghanistan,1
2020-03-17,Albania,0
2020-03-17,Algeria,12
2020-03-17,Andorra,1
2020-03-17,Angola,0
2020-03-17,Antigua and Barbuda,0
2020-03-17,Argentina,3
2020-03-17,Armenia,1
2020-03-17,Australia,8
2020-03-17,Austria,1
2020-03-17,Azerbaijan,6
2020-03-17,Bahamas,0
2020-03-17,Bahrain,81
2020-03-17,Bangladesh,3
2020-03-17,Barbados,0
2020-03-17,Belarus,3
2020-03-17,Belgium,1
2020-03-17,Belize,0
2020-03-17,Benin,0
2020-03-17,Bhutan,0
2020-03-17,Bolivia,0
2020-03-17,Bosnia and Herzegovina,2
2020-03-17,Botswana,0
2020-03-17,Brazil,2
2020-03-17,Brunei,0
2020-03-17,Bulgaria,0
2020-03-17,Burkina Faso,0
2020-03-17,Burma,0
2020-03-17,Burundi,0
2020-03-17,Cabo Verde,0
2020-03-17,Cambodia,1
2020-03-17,Cameroon,0
2020-03-17,Canada,9
2020-03-17,Central African Republic,0
2020-03-17,Chad,0
2020-03-17,Chile,0
2020-03-17,China,56003
2020-03-17,Colombia,1
2020-03-17,Comoros,0
2020-03-17,Congo (Brazzaville),0
2020-03-17,Congo (Kinshasa),0
2020-03-17,Costa Rica,0
2020-03-17,Cote d'Ivoire,1
2020-03-17,Croatia,4
2020-03-17,Cuba,0
2020-03-17,Cyprus,0
2020-03-17,Czechia,3
2020-03-17,Denmark,1
2020-03-17,Diamond Princess,325
2020-03-17,Djibouti,0
2020-03-17,Dominica,0
2020-03-17,Dominican Republic,0
2020-03-17,Ecuador,0
2020-03-17,Egypt,32
2020-03-17,El Salvador,0
2020-03-17,Equatorial Guinea,0
2020-03-17,Eritrea,0
2020-03-17,Estonia,1
2020-03-17,Eswatini,0
2020-03-17,Ethiopia,0
2020-03-17,Fiji,0
2020-03-17,Finland,10
2020-03-17,France,12
2020-03-17,Gabon,0
2020-03-17,Gambia,0
2020-03-17,Georgia,1
2020-03-17,Germany,67
2020-03-17,Ghana,0
2020-03-17,Greece,8
2020-03-17,Grenada,0
2020-03-17,Guatemala,0
2020-03-17,Guinea,0
2020-03-17,Guinea-Bissau,0
2020-03-17,Guyana,0
2020-03-17,Haiti,0
2020-03-17,Holy See,0
2020-03-17,Honduras,0
2020-03-17,Hungary,2
2020-03-17,Iceland,0
2020-03-17,India,14
2020-03-17,Indonesia,8
2020-03-17,Iran,5389
2020-03-17,Iraq,32
2020-03-17,Ireland,5
2020-03-17,Israel,11
2020-03-17,Italy,2941
2020-03-17,Jamaica,2
2020-03-17,Japan,144
2020-03-17,Jordan,1
2020-03-17,Kazakhstan,0
2020-03-17,Kenya,0
2020-03-17,"Korea, South",1407
2020-03-17,Kosovo,0
2020-03-17,Kuwait,9
2020-03-17,Kyrgyzstan,0
2020-03-17,Laos,0
2020-03-17,Latvia,1
2020-03-17,Lebanon,3
2020-03-17,Liberia,0
2020-03-17,Libya,0
2020-03-17,Liechtenstein,0
2020-03-17,Lithuania,1
2020-03-17,Luxembourg,0
2020-03-17,MS Zaandam,0
2020-03-17,Madagascar,0
2020-03-17,Malawi,0
2020-03-17,Malaysia,49
2020-03-17,Maldives,0
2020-03-17,Mali,0
2020-03-17,Malta,2
2020-03-17,Mauritania,0
2020-03-17,Mauritius,0
2020-03-17,Mexico,4
2020-03-17,Moldova,1
2020-03-17,Monaco,0
2020-03-17,Mongolia,0
2020-03-17,Montenegro,0
2020-03-17,Morocco,1
2020-03-17,Mozambique,0
2020-03-17,Namibia,0
2020-03-17,Nepal,1
2020-03-17,Netherlands,2
2020-03-17,New Zealand,0
2020-03-17,Nicaragua,0
2020-03-17,Niger,0
2020-03-17,Nigeria,0
2020-03-17,North Macedonia,1
2020-03-17,Norway,1
2020-03-17,Oman,9
2020-03-17,Pakistan,2
2020-03-17,Panama,0
2020-03-17,Papua New Guinea,0
2020-03-17,Paraguay,0
2020-03-17,Peru,1
2020-03-17,Philippines,5
2020-03-17,Poland,13
2020-03-17,Portugal,3
2020-03-17,Qatar,4
2020-03-17,Romania,16
2020-03-17,Russia,8
2020-03-17,Rwanda,0
2020-03-17,Saint Kitts and Nevis,0
2020-03-17,Saint Lucia,0
2020-03-17,Saint Vincent and the Grenadines,0
2020-03-17,San Marino,4
2020-03-17,Sao Tome and Principe,0
2020-03-17,Saudi Arabia,6
2020-03-17,Senegal,2
2020-03-17,Serbia,1
2020-03-17,Seychelles,0
2020-03-17,Sierra Leone,0
2020-03-17,Singapore,114
2020-03-17,Slovakia,0
2020-03-17,Slovenia,0
2020-03-17,Somalia,0
2020-03-17,South Africa,0
2020-03-17,South Sudan,0
2020-03-17,Spain,1028
2020-03-17,Sri Lanka,1
2020-03-17,Sudan,0
2020-03-17,Suriname,0
2020-03-17,Sweden,1
2020-03-17,Switzerland,4
2020-03-17,Syria,0
2020-03-17,Taiwan*,22
2020-03-17,Tajikistan,0
2020-03-17,Tanzania,0
2020-03-17,Thailand,41
2020-03-17,Timor-Leste,0
2020-03-17,Togo,0
2020-03-17,Trinidad and Tobago,0
2020-03-17,Tunisia,0
2020-03-17,Turkey,0
2020-03-17,US,17
2020-03-17,Uganda,0
2020-03-17,Ukraine,0
2020-03-17,United Arab Emirates,23
2020-03-17,United Kingdom,52
2020-03-17,Uruguay,0
2020-03-17,Uzbekistan,0
2020-03-17,Venezuela,0
2020-03-17,Vietnam,16
2020-03-17,West Bank and Gaza,0
2020-03-17,Western Sahara,0
2020-03-17,Yemen,0
2020-03-17,Zambia,0
2020-03-17,Zimbabwe,0
2020-03-18,Afghanistan,1
2020-03-18,Albania,0
2020-03-18,Algeria,12
2020-03-18,Andorra,1
2020-03-18,Angola,0
2020-03-18,Antigua and Barbuda,0
2020-03-18,Argentina,3
2020-03-18,Armenia,1
2020-03-18,Australia,8
2020-03-18,Austria,9
2020-03-18,Azerbaijan,6
2020-03-18,Bahamas,0
2020-03-18,Bahrain,88
2020-03-18,Bangladesh,3
2020-03-18,Barbados,0
2020-03-18,Belarus,5
2020-03-18,Belgium,31
2020-03-18,Belize,0
2020-03-18,Benin,0
2020-03-18,Bhutan,0
2020-03-18,Bolivia,0
2020-03-18,Bosnia and Herzegovina,2
2020-03-18,Botswana,0
2020-03-18,Brazil,2
2020-03-18,Brunei,0
2020-03-18,Bulgaria,0
2020-03-18,Burkina Faso,0
2020-03-18,Burma,0
2020-03-18,Burundi,0
2020-03-18,Cabo Verde,0
2020-03-18,Cambodia,1
2020-03-18,Cameroon,0
2020-03-18,Canada,9
2020-03-18,Central African Republic,0
2020-03-18,Chad,0
2020-03-18,Chile,0
2020-03-18,China,56927
2020-03-18,Colombia,1
2020-03-18,Comoros,0
2020-03-18,Congo (Brazzaville),0
2020-03-18,Congo (Kinshasa),0
2020-03-18,Costa Rica,0
2020-03-18,Cote d'Ivoire,1
2020-03-18,Croatia,4
2020-03-18,Cuba,0
2020-03-18,Cyprus,0
2020-03-18,Czechia,3
2020-03-18,Denmark,1
2020-03-18,Diamond Princess,325
2020-03-18,Djibouti,0
2020-03-18,Dominica,0
2020-03-18,Dominican Republic,0
2020-03-18,Ecuador,0
2020-03-18,Egypt,32
2020-03-18,El Salvador,0
2020-03-18,Equatorial Guinea,0
2020-03-18,Eritrea,0
2020-03-18,Estonia,1
2020-03-18,Eswatini,0
2020-03-18,Ethiopia,0
2020-03-18,Fiji,0
2020-03-18,Finland,10
2020-03-18,France,12
2020-03-18,Gabon,0
2020-03-18,Gambia,0
2020-03-18,Georgia,1
2020-03-18,Germany,105
2020-03-18,Ghana,0
2020-03-18,Greece,8
2020-03-18,Grenada,0
2020-03-18,Guatemala,0
2020-03-18,Guinea,0
2020-03-18,Guinea-Bissau,0
2020-03-18,Guyana,0
2020-03-18,Haiti,0
2020-03-18,Holy See,0
2020-03-18,Honduras,0
2020-03-18,Hungary,2
2020-03-18,Iceland,5
2020-03-18,India,14
2020-03-18,Indonesia,11
2020-03-18,Iran,5389
2020-03-18,Iraq,43
2020-03-18,Ireland,5
2020-03-18,Israel,11
2020-03-18,Italy,4025
2020-03-18,Jamaica,2
2020-03-18,Japan,144
2020-03-18,Jordan,1
2020-03-18,Kazakhstan,0
2020-03-18,Kenya,0
2020-03-18,"Korea, South",1540
2020-03-18,Kosovo,0
2020-03-18,Kuwait,15
2020-03-18,Kyrgyzstan,0
2020-03-18,Laos,0
2020-03-18,Latvia,1
2020-03-18,Lebanon,3
2020-03-18,Liberia,0
2020-03-18,Libya,0
2020-03-18,Liechtenstein,0
2020-03-18,Lithuania,1
2020-03-18,Luxembourg,0
2020-03-18,MS Zaandam,0
2020-03-18,Madagascar,0
2020-03-18,Malawi,0
2020-03-18,Malaysia,60
2020-03-18,Maldives,0
2020-03-18,Mali,0
2020-03-18,Malta,2
2020-03-18,Mauritania,0
2020-03-18,Mauritius,0
2020-03-18,Mexico,4
2020-03-18,Moldova,1
2020-03-18,Monaco,0
2020-03-18,Mongolia,0
2020-03-18,Montenegro,0
2020-03-18,Morocco,1
2020-03-18,Mozambique,0
2020-03-18,Namibia,0
2020-03-18,Nepal,1
2020-03-18,Netherlands,2
2020-03-18,New Zealand,0
2020-03-18,Nicaragua,0
2020-03-18,Niger,0
2020-03-18,Nigeria,1
2020-03-18,North Macedonia,1
2020-03-18,Norway,1
2020-03-18,Oman,12
2020-03-18,Pakistan,2
2020-03-18,Panama,0
2020-03-18,Papua New Guinea,0
2020-03-18,Paraguay,0
2020-03-18,Peru,1
2020-03-18,Philippines,5
2020-03-18,Poland,13
2020-03-18,Portugal,3
2020-03-18,Qatar,4
2020-03-18,Romania,19
2020-03-18,Russia,8
2020-03-18,Rwanda,0
2020-03-18,Saint Kitts and Nevis,0
2020-03-18,Saint Lucia,0
2020-03-18,Saint Vincent and the Grenadines,0
2020-03-18,San Marino,4
2020-03-18,Sao Tome and Principe,0
2020-03-18,Saudi Arabia,6
2020-03-18,Senegal,2
2020-03-18,Serbia,1
2020-03-18,Seychelles,0
2020-03-18,Sierra Leone,0
2020-03-18,Singapore,114
2020-03-18,Slovakia,0
2020-03-18,Slovenia,0
2020-03-18,Somalia,0
2020-03-18,South Africa,0
2020-03-18,South Sudan,0
2020-03-18,Spain,1081
2020-03-18,Sri Lanka,1
2020-03-18,Sudan,0
2020-03-18,Suriname,0
2020-03-18,Sweden,1
2020-03-18,Switzerland,15
2020-03-18,Syria,0
2020-03-18,Taiwan*,22
2020-03-18,Tajikistan,0
2020-03-18,Tanzania,0
2020-03-18,Thailand,42
2020-03-18,Timor-Leste,0
2020-03-18,Togo,0
2020-03-18,Trinidad and Tobago,0
2020-03-18,Tunisia,0
2020-03-18,Turkey,0
2020-03-18,US,105
2020-03-18,Uganda,0
2020-03-18,Ukraine,0
2020-03-18,United Arab Emirates,26
2020-03-18,United Kingdom,65
2020-03-18,Uruguay,0
2020-03-18,Uzbekistan,0
2020-03-18,Venezuela,0
2020-03-18,Vietnam,16
2020-03-18,West Bank and Gaza,0
2020-03-18,Western Sahara,0
2020-03-18,Yemen,0
2020-03-18,Zambia,0
2020-03-18,Zimbabwe,0
2020-03-19,Afghanistan,1
2020-03-19,Albania,0
2020-03-19,Algeria,32
2020-03-19,Andorra,1
2020-03-19,Angola,0
2020-03-19,Antigua and Barbuda,0
2020-03-19,Argentina,3
2020-03-19,Armenia,1
2020-03-19,Australia,8
2020-03-19,Austria,9
2020-03-19,Azerbaijan,6
2020-03-19,Bahamas,0
2020-03-19,Bahrain,100
2020-03-19,Bangladesh,3
2020-03-19,Barbados,0
2020-03-19,Belarus,5
2020-03-19,Belgium,31
2020-03-19,Belize,0
2020-03-19,Benin,0
2020-03-19,Bhutan,0
2020-03-19,Bolivia,0
2020-03-19,Bosnia and Herzegovina,2
2020-03-19,Botswana,0
2020-03-19,Brazil,2
2020-03-19,Brunei,0
2020-03-19,Bulgaria,0
2020-03-19,Burkina Faso,0
2020-03-19,Burma,0
2020-03-19,Burundi,0
2020-03-19,Cabo Verde,0
2020-03-19,Cambodia,1
2020-03-19,Cameroon,0
2020-03-19,Canada,9
2020-03-19,Central African Republic,0
2020-03-19,Chad,0
2020-03-19,Chile,0
2020-03-19,China,57682
2020-03-19,Colombia,1
2020-03-19,Comoros,0
2020-03-19,Congo (Brazzaville),0
2020-03-19,Congo (Kinshasa),0
2020-03-19,Costa Rica,0
2020-03-19,Cote d'Ivoire,1
2020-03-19,Croatia,5
2020-03-19,Cuba,0
2020-03-19,Cyprus,0
2020-03-19,Czechia,3
2020-03-19,Denmark,1
2020-03-19,Diamond Princess,325
2020-03-19,Djibouti,0
2020-03-19,Dominica,0
2020-03-19,Dominican Republic,0
2020-03-19,Ecuador,0
2020-03-19,Egypt,32
2020-03-19,El Salvador,0
2020-03-19,Equatorial Guinea,0
2020-03-19,Eritrea,0
2020-03-19,Estonia,1
2020-03-19,Eswatini,0
2020-03-19,Ethiopia,0
2020-03-19,Fiji,0
2020-03-19,Finland,10
2020-03-19,France,12
2020-03-19,Gabon,0
2020-03-19,Gambia,0
2020-03-19,Georgia,1
2020-03-19,Germany,113
2020-03-19,Ghana,0
2020-03-19,Greece,8
2020-03-19,Grenada,0
2020-03-19,Guatemala,0
2020-03-19,Guinea,0
2020-03-19,Guinea-Bissau,0
2020-03-19,Guyana,0
2020-03-19,Haiti,0
2020-03-19,Holy See,0
2020-03-19,Honduras,0
2020-03-19,Hungary,2
2020-03-19,Iceland,5
2020-03-19,India,15
2020-03-19,Indonesia,11
2020-03-19,Iran,5710
2020-03-19,Iraq,43
2020-03-19,Ireland,5
2020-03-19,Israel,11
2020-03-19,Italy,4440
2020-03-19,Jamaica,2
2020-03-19,Japan,150
2020-03-19,Jordan,1
2020-03-19,Kazakhstan,0
2020-03-19,Kenya,0
2020-03-19,"Korea, South",1540
2020-03-19,Kosovo,0
2020-03-19,Kuwait,18
2020-03-19,Kyrgyzstan,0
2020-03-19,Laos,0
2020-03-19,Latvia,1
2020-03-19,Lebanon,4
2020-03-19,Liberia,0
2020-03-19,Libya,0
2020-03-19,Liechtenstein,0
2020-03-19,Lithuania,1
2020-03-19,Luxembourg,0
2020-03-19,MS Zaandam,0
2020-03-19,Madagascar,0
2020-03-19,Malawi,0
2020-03-19,Malaysia,75
2020-03-19,Maldives,0
2020-03-19,Mali,0
2020-03-19,Malta,2
2020-03-19,Mauritania,0
2020-03-19,Mauritius,0
2020-03-19,Mexico,4
2020-03-19,Moldova,1
2020-03-19,Monaco,0
2020-03-19,Mongolia,0
2020-03-19,Montenegro,0
2020-03-19,Morocco,1
2020-03-19,Mozambique,0
2020-03-19,Namibia,0
2020-03-19,Nepal,1
2020-03-19,Netherlands,2
2020-03-19,New Zealand,0
2020-03-19,Nicaragua,0
2020-03-19,Niger,0
2020-03-19,Nigeria,1
2020-03-19,North Macedonia,1
2020-03-19,Norway,1
2020-03-19,Oman,12
2020-03-19,Pakistan,13
2020-03-19,Panama,0
2020-03-19,Papua New Guinea,0
2020-03-19,Paraguay,0
2020-03-19,Peru,1
2020-03-19,Philippines,8
2020-03-19,Poland,1
2020-03-19,Portugal,3
2020-03-19,Qatar,4
2020-03-19,Romania,25
2020-03-19,Russia,9
2020-03-19,Rwanda,0
2020-03-19,Saint Kitts and Nevis,0
2020-03-19,Saint Lucia,0
2020-03-19,Saint Vincent and the Grenadines,0
2020-03-19,San Marino,4
2020-03-19,Sao Tome and Principe,0
2020-03-19,Saudi Arabia,6
2020-03-19,Senegal,2
2020-03-19,Serbia,1
2020-03-19,Seychelles,0
2020-03-19,Sierra Leone,0
2020-03-19,Singapore,114
2020-03-19,Slovakia,0
2020-03-19,Slovenia,0
2020-03-19,Somalia,0
2020-03-19,South Africa,0
2020-03-19,South Sudan,0
2020-03-19,Spain,1107
2020-03-19,Sri Lanka,3
2020-03-19,Sudan,0
2020-03-19,Suriname,0
2020-03-19,Sweden,16
2020-03-19,Switzerland,15
2020-03-19,Syria,0
2020-03-19,Taiwan*,26
2020-03-19,Tajikistan,0
2020-03-19,Tanzania,0
2020-03-19,Thailand,42
2020-03-19,Timor-Leste,0
2020-03-19,Togo,0
2020-03-19,Trinidad and Tobago,0
2020-03-19,Tunisia,0
2020-03-19,Turkey,0
2020-03-19,US,121
2020-03-19,Uganda,0
2020-03-19,Ukraine,0
2020-03-19,United Arab Emirates,31
2020-03-19,United Kingdom,65
2020-03-19,Uruguay,0
2020-03-19,Uzbekistan,0
2020-03-19,Venezuela,0
2020-03-19,Vietnam,16
2020-03-19,West Bank and Gaza,0
2020-03-19,Western Sahara,0
2020-03-19,Yemen,0
2020-03-19,Zambia,0
2020-03-19,Zimbabwe,0
2020-03-20,Afghanistan,1
2020-03-20,Albania,0
2020-03-20,Algeria,32
2020-03-20,Andorra,1
2020-03-20,Angola,0
2020-03-20,Antigua and Barbuda,0
2020-03-20,Argentina,3
2020-03-20,Armenia,1
2020-03-20,Australia,8
2020-03-20,Austria,9
2020-03-20,Azerbaijan,6
2020-03-20,Bahamas,0
2020-03-20,Bahrain,100
2020-03-20,Bangladesh,3
2020-03-20,Barbados,0
2020-03-20,Belarus,5
2020-03-20,Belgium,1
2020-03-20,Belize,0
2020-03-20,Benin,0
2020-03-20,Bhutan,0
2020-03-20,Bolivia,0
2020-03-20,Bosnia and Herzegovina,2
2020-03-20,Botswana,0
2020-03-20,Brazil,2
2020-03-20,Brunei,1
2020-03-20,Bulgaria,0
2020-03-20,Burkina Faso,0
2020-03-20,Burma,0
2020-03-20,Burundi,0
2020-03-20,Cabo Verde,0
2020-03-20,Cambodia,1
2020-03-20,Cameroon,0
2020-03-20,Canada,9
2020-03-20,Central African Republic,0
2020-03-20,Chad,0
2020-03-20,Chile,6
2020-03-20,China,58382
2020-03-20,Colombia,1
2020-03-20,Comoros,0
2020-03-20,Congo (Brazzaville),0
2020-03-20,Congo (Kinshasa),0
2020-03-20,Costa Rica,0
2020-03-20,Cote d'Ivoire,1
2020-03-20,Croatia,5
2020-03-20,Cuba,0
2020-03-20,Cyprus,0
2020-03-20,Czechia,4
2020-03-20,Denmark,1
2020-03-20,Diamond Princess,325
2020-03-20,Djibouti,0
2020-03-20,Dominica,0
2020-03-20,Dominican Republic,0
2020-03-20,Ecuador,0
2020-03-20,Egypt,39
2020-03-20,El Salvador,0
2020-03-20,Equatorial Guinea,0
2020-03-20,Eritrea,0
2020-03-20,Estonia,1
2020-03-20,Eswatini,0
2020-03-20,Ethiopia,0
2020-03-20,Fiji,0
2020-03-20,Finland,10
2020-03-20,France,12
2020-03-20,Gabon,0
2020-03-20,Gambia,0
2020-03-20,Georgia,1
2020-03-20,Germany,180
2020-03-20,Ghana,0
2020-03-20,Greece,19
2020-03-20,Grenada,0
2020-03-20,Guatemala,0
2020-03-20,Guinea,0
2020-03-20,Guinea-Bissau,0
2020-03-20,Guyana,0
2020-03-20,Haiti,0
2020-03-20,Holy See,0
2020-03-20,Honduras,0
2020-03-20,Hungary,2
2020-03-20,Iceland,5
2020-03-20,India,20
2020-03-20,Indonesia,15
2020-03-20,Iran,6745
2020-03-20,Iraq,49
2020-03-20,Ireland,5
2020-03-20,Israel,14
2020-03-20,Italy,4440
2020-03-20,Jamaica,2
2020-03-20,Japan,191
2020-03-20,Jordan,1
2020-03-20,Kazakhstan,0
2020-03-20,Kenya,0
2020-03-20,"Korea, South",1540
2020-03-20,Kosovo,0
2020-03-20,Kuwait,18
2020-03-20,Kyrgyzstan,0
2020-03-20,Laos,0
2020-03-20,Latvia,1
2020-03-20,Lebanon,4
2020-03-20,Liberia,0
2020-03-20,Libya,0
2020-03-20,Liechtenstein,0
2020-03-20,Lithuania,1
2020-03-20,Luxembourg,0
2020-03-20,MS Zaandam,0
2020-03-20,Madagascar,0
2020-03-20,Malawi,0
2020-03-20,Malaysia,87
2020-03-20,Maldives,0
2020-03-20,Mali,0
2020-03-20,Malta,2
2020-03-20,Mauritania,0
2020-03-20,Mauritius,0
2020-03-20,Mexico,4
2020-03-20,Moldova,1
2020-03-20,Monaco,0
2020-03-20,Mongolia,0
2020-03-20,Montenegro,0
2020-03-20,Morocco,1
2020-03-20,Mozambique,0
2020-03-20,Namibia,0
2020-03-20,Nepal,1
2020-03-20,Netherlands,2
2020-03-20,New Zealand,0
2020-03-20,Nicaragua,0
2020-03-20,Niger,0
2020-03-20,Nigeria,1
2020-03-20,North Macedonia,1
2020-03-20,Norway,1
2020-03-20,Oman,12
2020-03-20,Pakistan,13
2020-03-20,Panama,0
2020-03-20,Papua New Guinea,0
2020-03-20,Paraguay,0
2020-03-20,Peru,1
2020-03-20,Philippines,8
2020-03-20,Poland,1
2020-03-20,Portugal,5
2020-03-20,Qatar,10
2020-03-20,Romania,25
2020-03-20,Russia,9
2020-03-20,Rwanda,0
2020-03-20,Saint Kitts and Nevis,0
2020-03-20,Saint Lucia,0
2020-03-20,Saint Vincent and the Grenadines,0
2020-03-20,San Marino,4
2020-03-20,Sao Tome and Principe,0
2020-03-20,Saudi Arabia,8
2020-03-20,Senegal,2
2020-03-20,Serbia,1
2020-03-20,Seychelles,0
2020-03-20,Sierra Leone,0
2020-03-20,Singapore,124
2020-03-20,Slovakia,0
2020-03-20,Slovenia,0
2020-03-20,Somalia,0
2020-03-20,South Africa,0
2020-03-20,South Sudan,0
2020-03-20,Spain,1588
2020-03-20,Sri Lanka,3
2020-03-20,Sudan,0
2020-03-20,Suriname,0
2020-03-20,Sweden,16
2020-03-20,Switzerland,15
2020-03-20,Syria,0
2020-03-20,Taiwan*,26
2020-03-20,Tajikistan,0
2020-03-20,Tanzania,0
2020-03-20,Thailand,42
2020-03-20,Timor-Leste,0
2020-03-20,Togo,1
2020-03-20,Trinidad and Tobago,0
2020-03-20,Tunisia,0
2020-03-20,Turkey,0
2020-03-20,US,147
2020-03-20,Uganda,0
2020-03-20,Ukraine,0
2020-03-20,United Arab Emirates,31
2020-03-20,United Kingdom,65
2020-03-20,Uruguay,0
2020-03-20,Uzbekistan,0
2020-03-20,Venezuela,0
2020-03-20,Vietnam,16
2020-03-20,West Bank and Gaza,17
2020-03-20,Western Sahara,0
2020-03-20,Yemen,0
2020-03-20,Zambia,0
2020-03-20,Zimbabwe,0
2020-03-21,Afghanistan,1
2020-03-21,Albania,2
2020-03-21,Algeria,32
2020-03-21,Andorra,1
2020-03-21,Angola,0
2020-03-21,Antigua and Barbuda,0
2020-03-21,Argentina,3
2020-03-21,Armenia,1
2020-03-21,Australia,8
2020-03-21,Austria,9
2020-03-21,Azerbaijan,11
2020-03-21,Bahamas,0
2020-03-21,Bahrain,125
2020-03-21,Bangladesh,3
2020-03-21,Barbados,0
2020-03-21,Belarus,15
2020-03-21,Belgium,263
2020-03-21,Belize,0
2020-03-21,Benin,0
2020-03-21,Bhutan,0
2020-03-21,Bolivia,0
2020-03-21,Bosnia and Herzegovina,2
2020-03-21,Botswana,0
2020-03-21,Brazil,2
2020-03-21,Brunei,2
2020-03-21,Bulgaria,3
2020-03-21,Burkina Faso,5
2020-03-21,Burma,0
2020-03-21,Burundi,0
2020-03-21,Cabo Verde,0
2020-03-21,Cambodia,1
