,USER,LOCATION,CREATED,TWEET,FAVCOUNT,COORDS,FOLLOWERS
15040,@MaidyGomez,NEIVA,2020-04-11 01:36:20,"@Jonatha18195078 Eso sin decir que se murió ( para mi lo mataron) el médico que alertó del virus, desaparecido uno de los periodistas que intentó alertar, y desapareció una enfermera por lo mismo, en fin muchos estigmas por resolver.😒",0,,270
15069,@gdjorgee22,BOGOTA,2020-04-11 01:36:20,@DomingoPaniza @0000osd petrogustavo esto es un libreto de @GustavoBolivar ????? les pasa como el cuento del pastorcito mentiroso.......,0,,2019
15186,@dgirado,BOGOTA,2020-04-11 01:36:23,@SC_ESPN TEÓFILO ANTONIO GUTIERREZ,0,,294
15302,@Rcorazondeleon_,COLOMBIA,2020-04-11 01:36:25,@AngelicaYoma @Tuitere_sinjeta Ya está lloviendo ☔,0,,2513
15336,@lrrt20,PEREIRA,2020-04-11 01:36:26,"OIGAN ESTOY TAN FELIZ DIZQUE UNA HORA DE @BTS_twt EN ESTE PLATANAL Y EN MEDIO DE LA CUARENTENA Y AHORA SUNA ""IDOL"" 🧡 GRACIAS @los40colombia!!!!  #LOS40deLOS40 @TATOOJEDAA #BTSx40Principales @BTS_twt",0,,652
15379,@renixto,COLOMBIA,2020-04-11 01:36:27,Tolis!!! darlygaitan 💕☠️💕☠️ #estralandia estralandia_oficial . . . #sevalesoñar en Bogota D.C https://t.co/ZW2Gx7vunc,0,"{'type': 'Point', 'coordinates': [-74.07613277, 4.59788874]}",156
15395,@karina1quintero,CARTAGENA,2020-04-11 01:36:27,"Nadie debería alegrarse por la enfermedad de otro, por más enemistad, confrontación o discrepancias que haya. Menos en estos tiempos de pandemia en los que todos somos “presa fácil” para el Coronavirus. ¡Recupérate @petrogustavo! (A.D.L.E)",0,,4732
15436,@mariadelpilarwi,IBAGUE,2020-04-11 01:36:28,Me confirman que es real el contrato de 6.000 millones de la  Alcaldesa @ClaudiaLopez firmado hace poco  para pauta de la Alcaldía... ¿ En serio 6.000 MILLONES EN ESTE MOMENTO PARA IMAGEN ALCALDESA?¿Campaña en medio de una pandemia?   ¡ No puede ser ! https://t.co/KIRG20MnBx,0,,1252
15486,@gabrielromerom_,CHIA,2020-04-11 01:36:29,Ush emblema mc es un crack con 13 años ¿por que no sabia de su arte?,0,,2798
15491,@elpoderoso143,POPAYAN,2020-04-11 01:36:29,"Soy covid 19 positivo, me tomé el examen nuevamente porque ayer cumplía mi cuarentena de 14 días desde que me tomé mi primer examen y sigo estando positiva. 19 días después de que empecé con los sintomas. Este virus dura más de lo que se cree, cuidense mucho porfavor! 🙏🏽",0,,1177
15562,@KIBUTZCOL,COLOMBIA,2020-04-11 01:36:31,"LO QUE SIEMBRAS ESO RECOGES NOS ENGAÑARON CON PLEBISCITO NOS ENGAÑARON CON NEGACIÓN DE CURULES PARA GENOCIDAS NOS SIGUEN ENGAÑANDO CON POSES DE FARISEOS COLOMBIA YA DESPERTÓ DE LOS MENTIROSOS QUE MENDIGAN LASTIMA PARA QUE NO LOS JUZGUEN EJEMPLO: SANTRICH, EL CIEGUITO.",0,,1341
15567,@tusvida09,PEREIRA,2020-04-11 01:36:31,@IronmanTaty Bellísima.,0,,626
15602,@jwpr_dpr,MEDELLIN,2020-04-11 01:36:31,- ¿No estás cansado de ver Los Simpson en esta cuarentena? - https://t.co/UDjGBDzIyz,0,,11
15676,@lauaponte16,BOGOTA,2020-04-11 01:36:33,"¡Sale #LaPulla! Clubes de lectura, cursos virtuales, rutinas de ejercicio y listas de películas: en cuarentena nos proponen hacer mil planes. Pero les tenemos una idea mejor para enfrentar al covid-19: no hacer nada. Vean por qué → https://t.co/hKEEBjrKTr https://t.co/aQkbePFMjj",0,,648
15686,@_RDMariana,BOGOTA,2020-04-11 01:36:33,Creo que mi pasatiempo favorito de esta cuarentena es ver todos los videos que la gente sube de ovnis en diferentes países 🛸👽,0,,428
15782,@EventosBelu,CALI,2020-04-11 01:36:35,Y este es el resultado final del rompecabezas the game of thrones 👏🏻👏🏻👏🏻💪🏼🙋🏻‍♀️🙋🏻‍♂️por fin @LatinaCaliente_ @Josnat8 @Luisabis2 @lunaparaiso8888 @cornudaso23 @casadasycornud1 @Ximena_Cosmo @MarPad4 @hotwife69sex @natalicarlos @bellezas_colomb @Leidyliberal201 @chicaricasexi1 https://t.co/x8RRL3DvI6,0,,37020
15845,@agraco16,BOGOTA,2020-04-11 01:36:36,#HiloTime: Atención a esto. ¿China miente sobre el COVID-19 y la fecha de inicio del virus? Distintos medios estadounidenses están haciendo una grave denuncia que no deja bien parado al gigante asiático e incluso a la Organización Mundial de la Salud. Abro hilo para contarles: https://t.co/hbxkHDEqz0,0,,282
15874,@CarelPito,BOGOTA,2020-04-11 01:36:37,"Quien pase por la cabina recibirá un baño de amoniocuaternario de quinta generación. Producto químico aprobado por Invima, combate la propagación del virus y contiene agentes antibacterianos, antomicrobianos y antivirales"", destaca la comunicación de los guardias de dicha centro.",0,,70
15893,@hanyupava,CALI,2020-04-11 01:36:37,"Recordando hace algun tiempo como era la peregrinación al cerro de las 3 cruces en Semana Santa. Pero ya lo sabes, hoy #QuedateEnCasa. #HoyPorMiHoyPorTodos https://t.co/6sgVTlZmD1",0,,605
15931,@EAlexanderBG,BOGOTA,2020-04-11 01:36:38,#HiloTime: Atención a esto. ¿China miente sobre el COVID-19 y la fecha de inicio del virus? Distintos medios estadounidenses están haciendo una grave denuncia que no deja bien parado al gigante asiático e incluso a la Organización Mundial de la Salud. Abro hilo para contarles: https://t.co/hbxkHDEqz0,0,,343
15978,@ValenLizcanoC,IBAGUE,2020-04-11 01:36:39,De haber podido elegir el lugar para pasar la cuarentena ¿hubieran elegido el lugar en el que están?,0,,1282
15997,@readyforone1,COLOMBIA,2020-04-11 01:36:39,Que hacen? https://t.co/VLxeIl6WGT,0,,910
16004,@kalvarez2019,VALLE,2020-04-11 01:36:39,Salud !!! 🌑🍷 https://t.co/aH1QoHFumQ,0,,24
16151,@joqui___,MEDELLIN,2020-04-11 01:36:42,@Bicorav Me toca comprar mañana. Gracias ❤️,0,,11742
16172,@telarfarma,VILLETA,2020-04-11 01:36:43,"A cohort of patients with severe Covid-19 received treatment with remdesivir under a compassionate-use protocol. Improvement in oxygen-support status was observed in 68% of patients, and overall mortality was 13% over a median follow-up of 26 days. #COVID19",0,,503
16173,@DRAGONMAKTO,SANTA,2020-04-11 01:36:43,El progresismo es una pandemia peor.,0,,364
16199,@sirenasilente,MEDELLIN,2020-04-11 01:36:43,"Que tal esta cuarentena en los ochenta, sin internet, con dos canales de TV y sin control remoto...",0,,855
16222,@alonso_garcia7,SANTA,2020-04-11 01:36:44,Cuanto tiempo se pronostica para que todo vuelva a la normalidad? Hablo de la cuarentena ...,0,,50
16263,@Diana32923870,CAJICA,2020-04-11 01:36:45,"""Un kilo de avena vale 14 mil pesos, según el contrato 041 de 2020 firmado entre la Alcaldía de Manaure y Gonzalo Vangrieken Márquez para entregar mercados a familias Wayuu por el COVID19"". Informa @ArmandoWayuu https://t.co/O98mqwduDm",0,,422
16296,@pilarwiedman_,COLOMBIA,2020-04-11 01:36:45,ACTUALIZACIÓN Casos confirmados de #COVID19 en el Valle del Cauca - 10 de Abril del 2020 ⤵️ https://t.co/cLeSTm3zOM,0,,339
16320,@CosmeFulanit0_,BOGOTA,2020-04-11 01:36:46,"Marico, nunca he tenido sexo y esta cuarentena ha hecho que me den más ganas de tener.",0,,4040
16346,@FLACOFARRERO,BOGOTA,2020-04-11 01:36:46,"Parce no se lo que es perder un padre😭😭😭 pero linda Stefania Aule, me acaba de mostrar cómo duele que tu papito no esté para conocer a su nieto, que no jueguen juntos, que no sea su cómplice como lo fue con ella...… https://t.co/sCjuXzHRo8",0,"{'type': 'Point', 'coordinates': [-74.07613277, 4.59788874]}",21348
16368,@lindanena319,COLOMBIA,2020-04-11 01:36:47,Tiene cara de sexo,0,,6471
16502,@sandrapulga,MEDELLIN,2020-04-11 01:36:49,"En esta cuarentena no he leído un libro, no he aprendido un idioma nuevo ni he hecho una receta increíble, tampoco he hecho ejercicio ni he desarrollado algún talento. Soy todo lo que uds odian.",0,,415
16591,@DRAGONMAKTO,SANTA,2020-04-11 01:36:51,#NoticieroW | Denuncian que el gobernador de Magdalena está entregando contratos ajenos a la pandemia &gt;&gt; https://t.co/4K2bZueRhF https://t.co/bCqYt26Qiy,0,,364
16626,@jean_twi,MANIZALES,2020-04-11 01:36:52,Menla tienen pelada con ese 60-90-60,0,,218
16634,@NELSONM10703100,BOGOTA,2020-04-11 01:36:52,"Jajaja... El Petrista salió a defender a su Dios.  Por eso andamos cómo andamos, Patria Boba con ignorantes como borregos.",0,,121
16754,@oOAndre_PerezOo,BOGOTA,2020-04-11 01:36:54,"Soy covid 19 positivo, me tomé el examen nuevamente porque ayer cumplía mi cuarentena de 14 días desde que me tomé mi primer examen y sigo estando positiva. 19 días después de que empecé con los sintomas. Este virus dura más de lo que se cree, cuidense mucho porfavor! 🙏🏽",0,,1669
16760,@SCardenasS,BOGOTA,2020-04-11 01:36:54,"@mauroraballaty Tan tierno creer que las cifras de detectados en cualquier lado son igual a los infectados reales😂  Sin embargo lo que hay que ver es el caos asociado en el sistema de salud. En Colombia no hay, en Ecuador hay muertos tirados que nadie recoge. Es fácil entender el cuento.",0,,9830
16809,@soyunaflaca,BARRANQUILLA,2020-04-11 01:36:56,@soyunaflaca “Fue un momento muy caótico que duró dos años. Fue una pandemia viral psicosomática que penetró solo cuerpos incompatibles con la vibración del amor al prójimo. No había adonde huir”.  Tip: Leelo con la voz de @flavia2santos,0,,129
16834,@JuanCamilo,COLOMBIA,2020-04-11 01:36:56,"Dato de #ViernesSanto: Bogotá, la ciudad de la alcaldesa #CovidLópez tiene 16% de la población de 🇨🇴pero ya tiene 46% de casos de #COVID19 🦠🌇 del país.   Y ella decide pelear con los empresarios y gastar 7200 millones en publicidad y encuestas 🤦🏻‍♂️💰👇:    https://t.co/sm5lu1vzBy",0,,5393
16886,@rapr416,BUCARAMANGA,2020-04-11 01:36:57,"@CMILANOTICIA Esa botadera de agua no sirve, mañana volverá a estar sucio e infectado de bacterias y virus. Ahorren agua!",0,,113
16914,@Andmusfan603,CALI,2020-04-11 01:36:58,¿Qué enseñanza le ha dejado esta cuarentena?,0,,1158
16943,@Madame_Kaiser,MEDELLIN,2020-04-11 01:36:58,💔,0,,871
17006,@gdjorgee22,BOGOTA,2020-04-11 01:36:59,@Uribistayque @0000osd petrogustavo esto es un libreto de @GustavoBolivar ????? les pasa como el cuento del pastorcito mentiroso.......,0,,2019
17007,@CarmobaRosa,COLOMBIA,2020-04-11 01:36:59,"Con 6.000 millones de pesos se habrían podido entregar 60.000 mercados de $100.000 c/u  ¿¿Cómo es posible que el alcalde @ClaudiaLopez prefiera invertir en publicidad, en vez de calmarle el hambre a 60.000 familias???  #DeMalas #coronavirus #COVID19 #Hambre #100DiasDeOportunismo https://t.co/G55QjIE0Ks",0,,165
17027,@rolo_chato,COLOMBIA,2020-04-11 01:37:00,Uno sabe que superó el cigarrillo cuando ni una cuarentena te hace recaer 💪🏻,0,,1063
17046,@ArnobiCja,MEDELLIN,2020-04-11 01:37:00,"A Petro le creo el día que lo declaren oficialmente muerto, pero que no sea él mismo el que envía un trino #NoLeCreoAPetro",0,,1343
17104,@Comin0,BOGOTA,2020-04-11 01:37:01,@NiculosM Le adivinasteeeeee hahaa,0,,12104
17196,@buena_nea,SOACHA,2020-04-11 01:37:03,Fav si vamos hablar un rato,0,,209
17300,@LuisFer75459615,COLOMBIA,2020-04-11 01:37:05,https://t.co/TE9xaxlRgs,0,,273
17323,@wsadid66,MEDELLIN,2020-04-11 01:37:06,#COVID19 LATINOAMERICA #Coronavirus 10/04/2020  🇪🇨 Ecuador reporta 2196 casos nuevos en un día. https://t.co/4Wpc3px5aa,0,,648
17345,@itsthetavo,COLOMBIA,2020-04-11 01:37:06,"Yo como que voy a pagar mi suscripción a Origin, este encierro necesita de FIFA.",0,,895
17359,@EnriqueDaza8,VALLEDUPAR,2020-04-11 01:37:06,"Si solo para esta en época de pandemia se aplicará la pena de muerte a los que se roben las ayudas sociales, el resultado seria qué habrían más muertos por ladrones que por Coronavirus.  A Colombia no la mata el hambre, la mata la corrupción.",0,,353
17459,@gdjorgee22,BOGOTA,2020-04-11 01:37:08,"#NoLeCreoAPetro  puro show barato creado por su amigo el narco novelero, el 13 regresa con registros medicos falsos, todo esto lo hace para evitar la sancion por volarse durante la cuarentena.",0,,2019
17471,@isnardoalvarez,BOGOTA,2020-04-11 01:37:09,"""La pandemia del coronavirus nos ha despertado abruptamente del delirio de omnipotencia. Este virus nos recuerda que somos mortales"": palabras del padre Raniero Cantalamessa en la conmemoración de la Pasión de Cristo (primera parte)  En vivo -&gt; https://t.co/yqNEZK7rZ3 https://t.co/eLtgATpqPJ",0,,147
17480,@mariaangielr,QUINDIO,2020-04-11 01:37:09,@AndersonChaura @juliangiraldom Que lindisss que tiernos,0,,120
17513,@elayala16,PASTO,2020-04-11 01:37:09,Me llegó por WhatsApp: Salario básico de profesionales en batalla: Médico: 2.400.000 Enfermera Jefe: 1.400.000 Terapista Respiratoria: 1.200.000 Aux. Enfermería: 1.050.000 Total: 6.050.000 Congresistas acostados en cuarentena: 34.500.000 Diferencia: 28.450.000 Hacerlo circular,0,,6
17541,@marantoniaserna,COLOMBIA,2020-04-11 01:37:10,"@IngenieroCrush Gracias, pero vos no me gustas.",0,,5407
17614,@adrii_m_,BOGOTA,2020-04-11 01:37:11,#HiloTime: Atención a esto. ¿China miente sobre el COVID-19 y la fecha de inicio del virus? Distintos medios estadounidenses están haciendo una grave denuncia que no deja bien parado al gigante asiático e incluso a la Organización Mundial de la Salud. Abro hilo para contarles: https://t.co/hbxkHDEqz0,0,,844
17617,@telarfarma,VILLETA,2020-04-11 01:37:12,"Sencillo #QuedateEnCasa cuando no sea posible, manten la distancia. https://t.co/X6Jzf1JMFy",0,,503
17619,@Pacientesco,BOGOTA,2020-04-11 01:37:12,"Ella tiene que ver morir su  padre PQ LA EPS indigena PIJAOS no entrega el tratamiento del paciente, @AdresCol Feliz entregando dinero sin control, @Supersalud 000 gestión, @MinSaludCol en modo silencio @Gestarsalud que agrupa a las EPS en silencio",0,,8464
17646,@hgonzalezmlegal,BOGOTA,2020-04-11 01:37:12,@olbarandrade Aunque no abre,0,,698
17744,@berotex,MEDELLIN,2020-04-11 01:37:14,"Nadie debería alegrarse por la enfermedad de otro, por más enemistad, confrontación o discrepancias que haya. Menos en estos tiempos de pandemia en los que todos somos “presa fácil” para el Coronavirus. ¡Recupérate @petrogustavo! (A.D.L.E)",0,,660
17784,@zoloyrry,BOGOTA,2020-04-11 01:37:15,"Empresas de Diferentes Países retiran su producción de China rechazando el virus comunista. Estoy de acuerdo, China debe ser Sancionado con medidas Drásticas por su negligencia y mal manejo que le dió a este Virus. https://t.co/1jwMvWROIV",0,,891
17797,@gdjorgee22,BOGOTA,2020-04-11 01:37:15,@pe_cacas @0000osd petrogustavo esto es un libreto de @GustavoBolivar ????? les pasa como el cuento del pastorcito mentiroso.......,0,,2019
17814,@TomasMunozF,BARRANQUILLA,2020-04-11 01:37:15,Por mucho Coronavirus y pandemia que allá no voy a dejar pasar esta semana santa si probar mis ricos dulces 😍😍🤤🤤 en Conjunto Residencial Puerto Millo https://t.co/lFYwZNRtPs,0,"{'type': 'Point', 'coordinates': [-74.8011, 10.9176]}",123
17989,@oskar_jav,BARRANQUILLA,2020-04-11 01:37:19,"@noticiasyabq Rechazan. Que se note el rechazo. Tachenlo, rayenlo, dañenlo",0,,262
18038,@LaFonoaudioloca,MEDELLIN,2020-04-11 01:37:20,@corisinmiedo Seguro que si jajajaja,0,,1105
18102,@MaxiazOficial,MEDELLIN,2020-04-11 01:37:21,"Mañana conectados desde mi perfil en Facebook/Maxiaz Jose @maxiazoficial un ""Live"" y la importancia de la imagen para artistas y personajes públicos... Ahí nos vemos !. #yomequedoencasa #StayHome https://t.co/lBhCgkkDsa",0,,2200
18136,@vdd_2,MEDELLIN,2020-04-11 01:37:22,Has que tu cuarentena sea más llevadera. Inscríbete al torneo de @MasterTorneo y lucha por la gloria. CUPOS LIMITADOS. Toda la información por DM https://t.co/Hfwi4rSt1g,0,,35
18179,@LauraP2666,MANIZALES,2020-04-11 01:37:23,Y los que se quieran reír un buen rato con @JoseOrdonezJr y a la vez apoyar una excelente causa @savechcolombia aquí está el link #ChistesOrdoñez https://t.co/0wgm93Qw8n,0,,28
18249,@gustavomartinz,COLOMBIA,2020-04-11 01:37:24,Los bailarines!!!! #DragRace12 🤤🤤🤤🤤🤤🤤🤤🤤🤤🤤💖,0,,489
18250,@zpulidop,BOGOTA,2020-04-11 01:37:24,"Soy covid 19 positivo, me tomé el examen nuevamente porque ayer cumplía mi cuarentena de 14 días desde que me tomé mi primer examen y sigo estando positiva. 19 días después de que empecé con los sintomas. Este virus dura más de lo que se cree, cuidense mucho porfavor! 🙏🏽",0,,291
18303,@oficialvanegas,TULUA,2020-04-11 01:37:25,Reflexión.....#COVIDー19 #QuedateEnCasa https://t.co/wcQZG0Q35M,0,,627
18305,@andress19425713,BOGOTA,2020-04-11 01:37:25,#HazTuParte. Lo poco de muchos es Suficiente. Hoy en campaña de ayuda a familias vulnerables durante la cuarentena @IglesiaMCI https://t.co/CqrPm4cRQq,0,,41
18308,@cokiegig88,MEDELLIN,2020-04-11 01:37:25,"Papua New Guinea Begitu tau wabah covid19, langsung menutup total semua akses masuk negaranya.. hampir bersamaan ketika indonesia lagi promosi pariwisata .. https://t.co/rXAVSa78C0",0,,1665
18319,@MeloEscobar,CALI,2020-04-11 01:37:25,Dia ??? de la cuarentena.... @SoyAndresParra #Netflix https://t.co/UZfNtzS74b,0,,219
18326,@Dany_Markes,BOGOTA,2020-04-11 01:37:26,#QuedateEnCasa #StayHome https://t.co/9jd1ZZecOE,0,,654
18438,@nandopg15,MANIZALES,2020-04-11 01:37:28,Confirmen si el colchón de su cama ya tiene la horma del cuerpo de tanto uso en esta cuarentena?,0,,25
18587,@ferno2008,COLOMBIA,2020-04-11 01:37:31,@josetorohardy Gravísimo y más ahora en época de pandemia.,0,,1623
18655,@Diego96_Armando,PAMPLONA,2020-04-11 01:37:32,Carla Giraldo (@Carlagiraldoq) se destapó y contó algunos secretos en esta cuarentena https://t.co/yExagzr7CU https://t.co/6V4BPTOH7w,0,,543
18672,@gdjorgee22,BOGOTA,2020-04-11 01:37:32,petrogustavo esto es un libreto de @GustavoBolivar ????? les pasa como el cuento del pastorcito mentiroso.......  #NoLeCreoaPetro,0,,2019
18686,@andress19425713,BOGOTA,2020-04-11 01:37:33,"Entrega de ayudas en la cuarentena, hoy nos unimos a la campaña #Haztuparte llevando consuelo y un mensaje de esperanza a familias de la localidad. #GraciasMCI @MCIusme @IglesiaMCI https://t.co/rLKdEm419t",0,,41
18723,@Comin0,BOGOTA,2020-04-11 01:37:34,"But you won, what you talking about.",0,,12104
18802,@carlosduartee__,SABANETA,2020-04-11 01:37:35,@lcaceresb_ Usted lo que está es crujiente jajajajaja,0,,38
18814,@Jpleon__12,BOGOTA,2020-04-11 01:37:36,"Le agradezco a Dios haberme graduado el año pasado, no se que hubiera sido de mi genio de mierda haciendo el proyecto de grado en esta cuarentena. Hubiera dicho cosas de las que me podría arrepentir xddd",0,,166
18970,@fremont1963,JAMUNDI,2020-04-11 01:37:38,"@juli_sinfiltro Lo mejor para ud , admirada dama. https://t.co/MVhuKGsQzI",0,,317
19070,@Napoleo00594410,VILLAVICENCIO,2020-04-11 01:37:41,Bogotá 1121 contagiados.  Requerimos respuestas y soluciones señora @ClaudiaLopez  Militarización de localidades y ser más drásticos en exigir que se cumpla la cuarentena. Muchas cosas  está haciendo mal para que tengamos este nivel alto de contagios. https://t.co/XVJKGKacV3,0,,1167
19098,@Gabriel01931343,BOGOTA,2020-04-11 01:37:41,@Maurforl @SerbuloT @vahiaa No hay q creerles ni cuando dicen la verdad.,0,,4169
19111,@TefiAlbornoz,BOGOTA,2020-04-11 01:37:41,"Si hace un mes hubiera imaginado lo que se venía, habría dado más besos, más abrazos, más cariño, probablemente con un poco de ansiedad, con temor la separación.   Estoy a dos días de cumplir un mes en cuarentena. ¿A qué hora?",0,,5509
19182,@Oskar_Diego,COLOMBIA,2020-04-11 01:37:43,"¿Cómo está el mambo @malcolm_sv, @FunesCartagena y @AlexandraFMLN crearon una red de trolls y bots para atacar al presidente, a Gabriela y hasta la bebé en plena pandemia?  Qué bajeros, qué asco.",0,,227
19183,@juantdec,COLOMBIA,2020-04-11 01:37:43,Gobierno revisará flexibilizar reglas de cuarentena para domiciliarios https://t.co/JYmFc3WCmD,0,,21
19211,@dvdsanchez10,MEDELLIN,2020-04-11 01:37:43,#Hardwork https://t.co/v2eYDVf2Mj,0,,19
19234,@Valcarmona18,MEDELLIN,2020-04-11 01:37:44,Semana Santa Normal / Semana Santa en Cuarentena. https://t.co/jqrVVJzlgn,0,,36
19250,@indioaleman,CUCUTA,2020-04-11 01:37:44,"#10abr | En el municipio Cárdenas del #Tachira una familia fue puesta en #cuarentena tras dar positivo al test rápido. ""Se prohíbe salir y recibir visitas"", dice el papel puesto en la entrada de la vivienda.#ATENCION https://t.co/vJkHROfHil",0,,188
19291,@JeffBarrero,BARRANQUILLA,2020-04-11 01:37:45,No es Solo que le den de alta a los Infectados... Es El Posible Rebrote...!!! #COVID__19  #QuedateEnCasa  @OPSOMS_Col,0,,232
19307,@LauryOrtiz1D,BOGOTA,2020-04-11 01:37:45,"Soy yo, o en cuarentena hay más arrechera de lo normal? Jahsja",0,,1347
19322,@EmancipacionObr,COLOMBIA,2020-04-11 01:37:46,"El saqueo a Citgo, la intimidación contra empresas proveedoras de PDVSA y el bloqueo naval camuflado de sanciones para obstaculizar el comercio petrolero, ha precipitado la escasez de combustible. Afecta el transporte de alimentos/medicinas en plena pandemia. Se llama genocidio.",0,,330
19325,@Madame_Kaiser,MEDELLIN,2020-04-11 01:37:46,@LuisCadir Me quieres decir que solo por ser directa pierdo el encanto? Too bad 💀,0,,871
19335,@The_Absurdo,MEDELLIN,2020-04-11 01:37:46,#HiloTime: Atención a esto. ¿China miente sobre el COVID-19 y la fecha de inicio del virus? Distintos medios estadounidenses están haciendo una grave denuncia que no deja bien parado al gigante asiático e incluso a la Organización Mundial de la Salud. Abro hilo para contarles: https://t.co/hbxkHDEqz0,0,,563
19348,@edwinrodri85,BOGOTA,2020-04-11 01:37:46,Sacerdote y feligreses celebraron misa pese a la cuarentena en Pasto. El acto provocó sorpresa en medio del incremento de casos de coronavirus en Nariño. 🤔😔 https://t.co/SdKZkcj7dz https://t.co/NAakVdsxno,0,,135
19350,@indignada2016,COLOMBIA,2020-04-11 01:37:46,😂😂😂😂😂😂,0,,16053
19522,@JairoRuiz1968,BOGOTA,2020-04-11 01:37:50,Y las 1.8 toneladas de coca que encontraron en la finca de sanclemente a quien se la venderian?,0,,99
19544,@RikhardoRk,COLOMBIA,2020-04-11 01:37:50,Prevención de Úlceras por Presión en #VentilaciónMecánica No Invasiva Genial Infografía de @Creative_Nurse!!! #UPP #VMNI #COVID19 https://t.co/qTkIeM8mqg,0,,121
19559,@LINAPUBLICA,COLOMBIA,2020-04-11 01:37:51,"Tarde o temprano se debe levantar la cuarentena y es vital que desde ya tengamos claros los nuevos hábitos que vamos a tener. Al volver a las calles c/1  debe saber conservar distancia unos de otros, usar siempre tapabocas porque hay portadores asintomáticos, lavar constantemente",0,,7
19561,@jhon_jairo01,BOGOTA,2020-04-11 01:37:51,"Esto debe ser un montaje, los paisas no son así.",0,,129
19586,@annerali23,POPAYAN,2020-04-11 01:37:51,Sacerdote y feligreses celebraron misa pese a la cuarentena en Pasto. El acto provocó sorpresa en medio del incremento de casos de coronavirus en Nariño. 🤔😔 https://t.co/SdKZkcj7dz https://t.co/NAakVdsxno,0,,161
19767,@milivillalobos,COLOMBIA,2020-04-11 01:37:55,@curramberillo @GalloMatrix 😡😡😡😡😡😡,0,,832
19816,@paisitadeo,BOGOTA,2020-04-11 01:37:56,"@neoflash5 @marianyani100 @osanchezq Pasa en todas partes, el virus va más rápido que las pruebas. En Ecuador, absolutamente desbordados, les tocó inventar una nueva categoría. Muertes por posible Covid19",0,,585
19841,@Info_Junior_,BARRANQUILLA,2020-04-11 01:37:56,Ambuaaaaaa como extraño ir a la guajira,0,,8398
19867,@soymapusanchez,BOGOTA,2020-04-11 01:37:57,"Sí en la cuarentena sólo piensas en una persona, ahí es.",0,,34
20044,@HagudelosHernan,RETIRO,2020-04-11 01:38:00,"📍Mañana 11 de abril los esperamos en las redes de @AlcaldíadeRionegro a las 2.00pm, para hablar sobre esta #Convocatoria que busca identificar posibles soluciones, para mitigar la emergencia del #Covid19 Ingresa a https://t.co/LXkGM7BBjT https://t.co/G23gsRRVrq",0,,47
20248,@Correa04Jorge,BUCARAMANGA,2020-04-11 01:38:04,"Si se sienten estupidos lean esto, de nada",0,,58
20268,@La_Amayaa,GUAJIRA,2020-04-11 01:38:05,"Odio la gente que no habla completo, esa con la que chateas y cuenta algo y dice ""pero sabes"" y te regresa cinco mensajes atrás DI-GAN TO-DO D-E U-NA VEZ!!!",0,,1179
20274,@JuanCamilo,COLOMBIA,2020-04-11 01:38:05,"Se podrán indignar lo que quieran, pero les aseguro que un anuncio de esos no se planea a la ligera, y entre otras cosas se elige el momento de maxima atención mediática en medio de una agenda informativa dominada por la pandemia. Lo sabían desde antes y escogieron un momento.",0,,5393
20302,@KarinaAlvarezC,COLOMBIA,2020-04-11 01:38:05,"El partido comunista Chino suspendió los vuelos desde la provincia de Hubei al resto de China en enero, mientras permitía vuelos salientes al resto del mundo esparciendo el virus en todos lados, la OMS fue cómplice, este acto solo debería ser catalogado como acto de guerra.",0,,731
20315,@juantdec,COLOMBIA,2020-04-11 01:38:06,En imágenes | Así se vive un Viernes Santo en cuarentena https://t.co/rEccbm6jnU,0,,21
20455,@LaFonoaudioloca,MEDELLIN,2020-04-11 01:38:08,@Wilmarbarreram 😂😂😂,0,,1105
20466,@Neptumx,BOGOTA,2020-04-11 01:38:09,Re sí.,0,,2383
20536,@Jdieegocorrea,COLOMBIA,2020-04-11 01:38:10,Confirmen si esta cuarentena les sirvió para darse cuenta que no son tan importantes para algunas personas.,0,,1796
20542,@luzandremar,BOGOTA,2020-04-11 01:38:10,@ELTIEMPO Como dijo el pastor de mi iglesia... “no respetar la cuarentena es como si Noé no se hubiera subido a la barca”.,0,,103
20605,@Andmusfan603,CALI,2020-04-11 01:38:11,@EstebanSantos10 Que extraño a @JuanManSantos en la presidencia de Colombia,0,,1158
20669,@hamendezc,BARRANQUILLA,2020-04-11 01:38:12,"@RTultimahora @ActualidadRT Y como puede obligar a un país a abrir sus fronteras en plena cuarentena por la pandemia?, Cómo de puede garantizar la vida y la salud de los deportados?. https://t.co/MXFmn8PCjN",0,,104
20676,@gdjorgee22,BOGOTA,2020-04-11 01:38:13,@Arquiman2 petrogustavo esto es un libreto de @GustavoBolivar ????? les pasa como el cuento del pastorcito mentiroso.......,0,,2019
20808,@hpaula276,VILLA,2020-04-11 01:38:15,Amigos ustedes también sienten que esto de la cuarentena nunca va a terminar?,0,,307
20847,@YULIANRC,BOGOTA,2020-04-11 01:38:16,Bitácora de la cuarentena.  Día 27:  No nos quedamos pegados pero a mi novio le dio un calambre y yo estoy casi seguro de que me rompí un tendón.  A esta edad el sexo es peligroso en cualquier semana: santa o insanta.,0,,350
20851,@DaniiChala,MEDELLIN,2020-04-11 01:38:16,11 PM de Maluma https://t.co/UBStDFX5D6,0,,983
20948,@sapema89,BOGOTA,2020-04-11 01:38:18,Excelente !!,0,,3120
